,Member_number,Date,itemDescription,quantidade,price
12855,4626,02-07-2014,pastelaria,9,76.81
12856,2178,14-04-2014,vegetais de raiz,1,125.07
12857,1381,01-01-2014,refrigerante,4,135.45
12858,4745,28-03-2014,água engarrafada,9,159.45
12859,2591,10-12-2014,vegetais de raiz,5,261.04
12860,3662,16-02-2014,água engarrafada,4,154.26
12861,3719,03-10-2014,pãezinhos / pãezinhos,2,249.08
12862,2535,01-04-2014,pãezinhos / pãezinhos,7,261.04
12863,3277,31-10-2014,outros vegetais,1,252.87
12864,1910,20-05-2014,outros vegetais,5,142.07
12865,2521,22-03-2014,pastelaria,2,260.78
12866,4510,22-10-2014,pãezinhos / pãezinhos,4,141.68
12867,3539,09-05-2014,fruta tropical,8,14.92
12868,1748,12-03-2014,vegetais de raiz,3,109.24
12869,1814,28-06-2014,outros vegetais,9,170.61
12870,4637,28-08-2014,pãezinhos / pãezinhos,2,138.69
12871,2131,22-09-2014,pãezinhos / pãezinhos,2,131.69
12872,1422,26-02-2014,pãezinhos / pãezinhos,4,30.10
12873,1304,07-06-2014,outros vegetais,3,53.84
12874,2269,26-05-2014,água engarrafada,5,16.22
12875,1446,02-09-2014,pãezinhos / pãezinhos,9,18.42
12876,3901,14-02-2014,leite inteiro,6,16.22
12877,1002,09-02-2014,outros vegetais,0,199.15
12878,3905,11-05-2014,refrigerante,4,114.69
12879,1770,23-04-2014,leite inteiro,1,11.94
12880,1303,28-10-2014,pastelaria,9,104.44
12881,4143,14-01-2014,outros vegetais,0,8.30
12882,3166,08-11-2014,outros vegetais,1,210.83
12883,2679,31-08-2014,refrigerante,1,144.01
12884,4720,20-06-2014,água engarrafada,7,146.48
12885,3227,21-07-2014,iogurte,3,246.77
12886,2463,14-01-2014,refrigerante,6,219.91
12887,4234,10-06-2014,leite inteiro,3,143.24
12888,4659,22-01-2014,vegetais de raiz,1,45.67
12889,3076,22-02-2014,refrigerante,5,172.82
12890,3526,10-07-2014,iogurte,2,16.74
12891,3476,02-04-2014,pastelaria,2,255.59
12892,3909,06-09-2014,iogurte,1,194.59
12893,4589,09-11-2014,leite inteiro,5,99.25
12894,4932,21-03-2014,vegetais de raiz,7,39.18
12895,1460,07-05-2014,iogurte,5,61.63
12896,1526,18-02-2014,outros vegetais,2,53.84
12897,3065,23-02-2014,iogurte,0,169.96
12898,3846,11-07-2014,leite inteiro,6,107.04
12899,3672,30-09-2014,vegetais de raiz,5,18.68
12900,3971,11-11-2014,leite inteiro,9,153.74
12901,1109,19-06-2014,leite inteiro,9,3.76
12902,3224,10-06-2014,refrigerante,9,247.81
12903,3907,09-05-2014,outros vegetais,1,117.29
12904,4670,28-01-2014,leite inteiro,0,227.05
12905,4443,31-01-2014,leite inteiro,1,163.73
12906,4504,08-03-2014,refrigerante,5,112.23
12907,4722,12-02-2014,iogurte,4,184.21
12908,2068,22-08-2014,pãezinhos / pãezinhos,7,196.17
12909,4353,02-09-2014,vegetais de raiz,9,219.52
12910,3851,03-08-2014,outros vegetais,2,56.05
12911,4743,15-05-2014,outros vegetais,2,107.95
12912,2341,12-09-2014,refrigerante,5,73.17
12913,4044,30-06-2014,outros vegetais,8,193.32
12914,2255,17-07-2014,pastelaria,2,261.43
12915,3808,05-03-2014,outros vegetais,3,1.56
12916,3905,06-10-2014,vegetais de raiz,4,15.83
12917,4341,29-03-2014,outros vegetais,1,133.63
12918,2758,18-05-2014,refrigerante,5,86.15
12919,3329,28-08-2014,iogurte,4,135.58
12920,4291,18-05-2014,água engarrafada,1,153.35
12921,4618,11-01-2014,outros vegetais,4,200.32
12922,2215,21-03-2014,leite inteiro,2,143.36
12923,4852,11-02-2014,citrino,8,261.04
12924,2837,26-06-2014,água engarrafada,2,101.72
12925,3480,18-04-2014,água engarrafada,5,198.38
12926,1755,19-01-2014,refrigerante,4,71.23
12927,2139,13-04-2014,refrigerante,0,24.00
12928,3987,31-08-2014,iogurte,1,238.70
12929,1053,10-12-2014,leite inteiro,1,96.53
12930,1465,26-09-2014,iogurte,2,161.14
12931,1934,14-06-2014,vegetais de raiz,5,37.63
12932,3643,26-09-2014,pastelaria,5,84.98
12933,3722,01-08-2014,leite inteiro,0,139.47
12934,4515,16-04-2014,fruta tropical,6,29.84
12935,3369,24-01-2014,pãezinhos / pãezinhos,4,44.09
12936,1738,01-10-2014,pãezinhos / pãezinhos,4,127.80
12937,1283,22-05-2014,água engarrafada,8,256.24
12938,1116,27-09-2014,refrigerante,4,33.71
12939,1066,15-05-2014,outros vegetais,2,65.39
12940,2234,13-04-2014,pastelaria,5,122.22
12941,1509,09-07-2014,iogurte,4,260.13
12942,1594,28-05-2014,iogurte,0,209.14
12943,4739,04-12-2014,refrigerante,1,256.86
12944,2543,18-11-2014,refrigerante,4,40.09
12945,1333,15-07-2014,água engarrafada,9,171.23
12946,4174,18-10-2014,pãezinhos / pãezinhos,6,28.52
12947,1317,19-05-2014,pãezinhos / pãezinhos,5,145.29
12948,4709,09-03-2014,vegetais de raiz,8,224.71
12949,3713,22-01-2014,vegetais de raiz,6,47.36
12950,4897,14-09-2014,outros vegetais,5,108.96
12951,1361,07-12-2014,pastelaria,3,89.78
12952,4368,20-02-2014,leite inteiro,1,11.94
12953,1160,04-02-2014,leite inteiro,4,83.68
12954,3945,25-01-2014,pãezinhos / pãezinhos,0,236.10
12955,1084,18-04-2014,outros vegetais,1,198.38
12956,1047,17-12-2014,refrigerante,0,8.04
12957,4074,14-11-2014,iogurte,5,223.80
12958,1267,15-05-2014,leite inteiro,9,104.44
12959,4098,12-09-2014,refrigerante,5,248.07
12960,3808,28-03-2014,outros vegetais,0,18.14
12961,3014,20-12-2014,vegetais de raiz,1,18.68
12962,2559,07-07-2014,pãezinhos / pãezinhos,0,150.76
12963,3426,21-10-2014,iogurte,4,32.69
12964,1648,31-10-2014,leite inteiro,4,227.31
12965,2617,16-11-2014,pãezinhos / pãezinhos,1,37.50
12966,2406,25-09-2014,iogurte,9,48.00
12967,2221,21-06-2014,iogurte,7,37.50
12968,2613,24-05-2014,iogurte,1,88.20
12969,3498,01-07-2014,vegetais de raiz,8,142.98
12970,3081,14-04-2014,refrigerante,9,260.78
12971,4850,26-03-2014,pastelaria,3,80.41
12972,2522,26-05-2014,refrigerante,0,39.57
12973,2450,29-11-2014,citrino,4,55.01
12974,2874,09-09-2015,outros vegetais,0,81.74
12975,2521,14-12-2015,iogurte,7,214.07
12976,1872,29-01-2015,iogurte,3,234.83
12977,2833,14-08-2015,outros vegetais,0,78.36
12978,2340,12-07-2015,iogurte,3,16.87
12979,3570,02-09-2015,água engarrafada,1,214.33
12980,2271,16-06-2015,água engarrafada,4,70.32
12981,2780,11-10-2015,outros vegetais,6,38.27
12982,3878,28-07-2015,pastelaria,4,198.76
12983,1225,26-03-2015,outros vegetais,2,184.88
12984,4493,29-10-2015,outros vegetais,7,67.44
12985,3031,18-12-2015,refrigerante,3,234.05
12986,2469,23-03-2015,leite inteiro,5,95.36
12987,2374,23-06-2015,leite inteiro,3,168.02
12988,2877,10-04-2015,vegetais de raiz,5,115.73
12989,3848,11-10-2015,leite inteiro,1,23.87
12990,4344,01-03-2015,refrigerante,2,68.11
12991,1776,02-03-2015,iogurte,8,68.63
12992,3120,07-07-2015,pastelaria,1,73.95
12993,1194,13-05-2015,pastelaria,7,89.78
12994,2095,06-04-2015,pãezinhos / pãezinhos,7,47.36
12995,1736,29-08-2015,leite inteiro,7,132.99
12996,1648,27-02-2015,pãezinhos / pãezinhos,2,189.94
12997,3351,14-10-2015,outros vegetais,6,87.19
12998,4146,09-02-2015,pãezinhos / pãezinhos,0,205.25
12999,3712,20-12-2015,iogurte,4,66.43
13000,1118,25-12-2015,pastelaria,0,252.22
13001,4267,13-09-2015,iogurte,2,209.53
13002,3927,03-09-2015,pastelaria,1,140.77
13003,4660,10-07-2015,pastelaria,8,172.56
13004,3241,09-08-2015,pãezinhos / pãezinhos,0,60.20
13005,4661,18-04-2015,pãezinhos / pãezinhos,2,202.66
13006,4634,15-05-2015,refrigerante,2,201.10
13007,2428,21-08-2015,pãezinhos / pãezinhos,0,253.65
13008,3604,14-03-2015,leite inteiro,4,101.46
13009,3998,28-03-2015,pãezinhos / pãezinhos,0,102.76
13010,1988,08-09-2015,água engarrafada,4,177.62
13011,3165,27-11-2015,pãezinhos / pãezinhos,3,37.88
13012,4157,04-01-2015,leite inteiro,9,155.04
13013,1945,30-04-2015,outros vegetais,3,200.06
13014,4788,28-04-2015,refrigerante,8,114.69
13015,3578,16-05-2015,citrino,4,149.85
13016,2238,06-12-2015,iogurte,6,145.29
13017,3088,03-12-2015,iogurte,4,11.68
13018,3026,01-01-2015,água engarrafada,7,195.78
13019,4185,16-01-2015,pãezinhos / pãezinhos,9,179.69
13020,4006,18-12-2015,outros vegetais,7,77.82
13021,3732,18-07-2015,pastelaria,8,106.36
13022,1239,25-07-2015,água engarrafada,4,52.55
13023,3225,12-06-2015,refrigerante,0,145.83
13024,3303,25-01-2015,leite inteiro,3,163.73
13025,4794,06-09-2015,outros vegetais,8,215.35
13026,1435,24-04-2015,pãezinhos / pãezinhos,5,81.74
13027,3545,28-08-2015,leite inteiro,6,218.49
13028,1428,18-01-2015,iogurte,7,9.34
13029,2378,15-04-2015,refrigerante,3,17.13
13030,4131,29-03-2015,pãezinhos / pãezinhos,1,222.51
13031,2220,04-08-2015,iogurte,7,191.99
13032,1483,14-06-2015,pãezinhos / pãezinhos,5,12.33
13033,4825,17-01-2015,água engarrafada,8,250.66
13034,2191,25-10-2015,iogurte,7,147.88
13035,4645,06-12-2015,iogurte,2,88.48
13036,3689,29-07-2015,refrigerante,1,115.73
13037,2361,03-10-2015,refrigerante,1,184.21
13038,2110,29-07-2015,refrigerante,2,23.61
13039,1960,09-01-2015,pastelaria,1,128.70
13040,4531,10-08-2015,pastelaria,0,106.36
13041,3122,05-02-2015,água engarrafada,6,83.29
13042,2805,18-04-2015,pastelaria,4,5.16
13043,4725,02-12-2015,pãezinhos / pãezinhos,6,164.77
13044,4975,02-11-2015,refrigerante,5,156.21
13045,4456,08-08-2015,água engarrafada,1,67.44
13046,1656,07-07-2015,água engarrafada,0,107.56
13047,2857,18-04-2015,refrigerante,7,233.79
13048,3692,18-10-2015,iogurte,5,94.58
13049,1444,06-06-2015,leite inteiro,2,63.83
13050,2578,01-12-2015,iogurte,8,253.65
13051,3311,02-05-2015,pãezinhos / pãezinhos,6,155.04
13052,4294,08-01-2015,água engarrafada,0,194.87
13053,3325,07-11-2015,outros vegetais,5,260.13
13054,2336,07-10-2015,pãezinhos / pãezinhos,9,202.37
13055,4607,15-12-2015,pastelaria,9,29.19
13056,2415,29-04-2015,refrigerante,9,160.23
13057,3447,27-11-2015,refrigerante,0,231.59
13058,2087,09-04-2015,pastelaria,8,99.12
13059,3911,15-02-2015,refrigerante,3,145.96
13060,4049,01-08-2015,leite inteiro,0,48.00
13061,2321,16-06-2015,outros vegetais,1,26.47
13062,2239,13-12-2015,leite inteiro,6,240.02
13063,2338,08-12-2015,leite inteiro,4,176.42
13064,3504,06-07-2015,refrigerante,0,83.01
13065,4038,06-11-2015,iogurte,6,251.96
13066,3042,05-10-2015,leite inteiro,3,89.52
13067,4486,21-07-2015,pãezinhos / pãezinhos,5,256.86
13068,2599,30-07-2015,iogurte,5,84.98
13069,2270,09-06-2015,iogurte,3,160.85
13070,1995,12-06-2015,vegetais de raiz,2,123.51
13071,4666,24-02-2015,leite inteiro,0,260.65
13072,1994,11-03-2015,leite inteiro,9,136.88
13073,2510,29-09-2015,água engarrafada,2,49.28
13074,1682,25-06-2015,refrigerante,4,127.41
13075,4679,10-11-2015,água engarrafada,5,249.75
13076,2422,12-08-2015,água engarrafada,2,61.63
13077,3481,03-08-2015,pãezinhos / pãezinhos,1,105.74
13078,1370,28-06-2015,pãezinhos / pãezinhos,9,229.51
13079,1220,09-02-2015,pãezinhos / pãezinhos,0,67.98
13080,3308,19-08-2015,iogurte,4,125.85
13081,1183,12-06-2015,outros vegetais,6,92.77
13082,4836,17-08-2015,leite inteiro,0,119.88
13083,4731,04-04-2015,iogurte,7,112.75
13084,4986,28-01-2015,outros vegetais,7,24.91
13085,1748,08-03-2015,leite inteiro,2,96.53
13086,3237,28-06-2015,outros vegetais,4,166.33
13087,1818,10-09-2015,pãezinhos / pãezinhos,1,104.44
13088,1407,26-06-2015,pastelaria,7,47.23
13089,2743,05-05-2015,iogurte,2,232.89
13090,4826,15-06-2015,pãezinhos / pãezinhos,6,154.39
13091,1997,28-12-2015,pastelaria,3,81.74
13092,1097,25-09-2015,água engarrafada,9,87.58
13093,2568,22-09-2015,outros vegetais,5,200.45
13094,3519,30-07-2015,outros vegetais,2,40.87
13095,1232,01-07-2015,água engarrafada,1,52.55
13096,3322,11-10-2015,leite inteiro,2,254.55
13097,2736,25-05-2015,refrigerante,9,257.54
13098,2047,20-12-2015,água engarrafada,9,156.99
13099,2953,04-01-2015,pãezinhos / pãezinhos,4,84.98
13100,1865,18-10-2015,iogurte,6,242.88
13101,2772,04-12-2015,pastelaria,4,151.15
13102,3358,29-03-2015,pãezinhos / pãezinhos,7,14.92
13103,1699,07-07-2015,pãezinhos / pãezinhos,8,138.82
13104,3258,20-05-2015,água engarrafada,2,132.86
13105,4717,03-05-2015,leite inteiro,3,183.20
13106,2332,15-12-2015,pãezinhos / pãezinhos,1,146.87
13107,2312,26-03-2015,outros vegetais,5,207.85
13108,3054,28-06-2015,iogurte,8,17.13
13109,4550,26-03-2015,outros vegetais,9,216.93
13110,3898,11-04-2015,refrigerante,1,138.69
13111,1151,17-09-2015,pastelaria,9,122.48
13112,1914,04-06-2015,vegetais de raiz,4,14.92
13113,1306,20-11-2015,pãezinhos / pãezinhos,5,187.09
13114,4229,20-08-2015,pastelaria,6,138.05
13115,4552,19-06-2015,iogurte,8,94.97
13116,2895,14-08-2015,leite inteiro,4,255.46
13117,3868,19-08-2015,pastelaria,5,133.89
13118,2461,04-10-2015,leite inteiro,6,124.81
13119,2712,21-06-2015,leite inteiro,2,212.75
13120,4783,01-06-2015,outros vegetais,4,37.63
13121,2466,10-10-2015,água engarrafada,4,138.18
13122,2070,28-06-2015,água engarrafada,7,18.42
13123,1064,25-07-2015,outros vegetais,7,18.68
13124,4392,16-08-2015,outros vegetais,0,113.52
13125,1649,26-05-2015,iogurte,5,91.08
13126,2669,29-03-2015,pastelaria,4,199.15
13127,3019,19-12-2015,pãezinhos / pãezinhos,3,195.91
13128,1756,23-09-2015,refrigerante,9,115.34
13129,3144,27-04-2015,pãezinhos / pãezinhos,6,76.81
13130,3328,12-09-2015,refrigerante,5,232.24
13131,1968,21-08-2015,pãezinhos / pãezinhos,2,176.97
13132,3703,24-01-2015,iogurte,1,175.02
13133,1340,13-03-2015,pãezinhos / pãezinhos,0,102.37
13134,3543,25-02-2015,pastelaria,2,221.86
13135,1628,19-11-2015,água engarrafada,3,55.01
13136,3338,17-08-2015,leite inteiro,2,29.06
13137,1302,26-08-2015,pãezinhos / pãezinhos,5,203.69
13138,1785,03-02-2015,refrigerante,5,159.45
13139,1319,18-08-2015,pastelaria,0,237.30
13140,1033,22-04-2015,pãezinhos / pãezinhos,2,246.48
13141,3429,26-04-2015,pãezinhos / pãezinhos,1,95.36
13142,2970,30-12-2015,pãezinhos / pãezinhos,5,226.92
13143,2885,15-05-2015,pãezinhos / pãezinhos,5,241.58
13144,3935,02-07-2015,pãezinhos / pãezinhos,4,173.83
13145,3268,06-11-2015,pãezinhos / pãezinhos,1,52.55
13146,3495,27-06-2015,iogurte,5,237.30
13147,2440,06-06-2015,água engarrafada,5,238.70
13148,4229,06-03-2015,pãezinhos / pãezinhos,2,21.28
13149,3656,02-03-2015,leite inteiro,2,206.16
13150,1804,12-03-2015,vegetais de raiz,8,252.22
13151,1510,16-05-2015,pãezinhos / pãezinhos,8,39.18
13152,2879,18-04-2015,pãezinhos / pãezinhos,8,165.42
13153,4326,29-09-2015,pãezinhos / pãezinhos,2,0.52
13154,1670,17-05-2015,refrigerante,4,149.46
13155,4110,30-03-2015,água engarrafada,6,1.30
13156,2480,20-09-2015,outros vegetais,0,60.85
13157,2441,30-05-2015,leite inteiro,7,104.44
13158,1367,05-08-2015,iogurte,7,175.02
13159,1043,10-01-2015,leite inteiro,5,128.70
13160,2598,11-11-2015,refrigerante,2,225.72
13161,1683,26-05-2015,água engarrafada,3,4.54
13162,3700,19-04-2015,refrigerante,7,217.94
13163,4979,24-04-2015,refrigerante,5,206.16
13164,2630,21-01-2015,refrigerante,6,1.56
13165,4240,29-04-2015,refrigerante,6,182.29
13166,4761,08-09-2015,refrigerante,9,10.64
13167,2458,23-08-2015,pãezinhos / pãezinhos,6,101.46
13168,1679,24-06-2015,pãezinhos / pãezinhos,9,192.54
13169,4286,06-06-2015,pãezinhos / pãezinhos,4,65.52
13170,2888,05-09-2015,outros vegetais,4,103.14
13171,4199,04-08-2015,pãezinhos / pãezinhos,1,207.85
13172,2592,20-03-2015,pãezinhos / pãezinhos,3,156.99
13173,1403,15-05-2015,outros vegetais,0,136.10
13174,4031,03-01-2015,refrigerante,3,205.64
13175,1416,04-03-2015,pastelaria,8,172.43
13176,4022,24-04-2015,refrigerante,7,117.29
13177,3674,22-03-2015,vegetais de raiz,4,2.57
13178,3917,13-09-2015,refrigerante,3,257.54
13179,1408,23-07-2015,refrigerante,1,190.98
13180,4139,26-11-2015,refrigerante,1,65.39
13181,2534,09-08-2015,refrigerante,9,21.93
13182,2413,13-12-2015,pãezinhos / pãezinhos,1,175.80
13183,4240,28-10-2015,refrigerante,9,18.42
13184,3178,22-10-2015,água engarrafada,8,94.58
13185,3980,09-04-2015,pastelaria,3,156.99
13186,2654,22-09-2015,pãezinhos / pãezinhos,8,201.36
13187,3913,21-03-2015,pastelaria,9,62.25
13188,4094,30-03-2015,pãezinhos / pãezinhos,2,97.57
13189,3997,19-07-2015,água engarrafada,7,138.18
13190,4541,18-04-2015,iogurte,3,123.25
13191,1750,08-02-2015,refrigerante,6,261.04
13192,1527,30-12-2015,água engarrafada,4,63.83
13193,2380,09-10-2015,pastelaria,3,165.03
13194,2408,25-03-2015,iogurte,7,133.63
13195,1286,08-03-2015,iogurte,7,11.03
13196,4182,05-01-2014,leite inteiro,6,261.43
13197,4401,18-03-2014,água engarrafada,1,33.99
13198,4766,20-09-2014,água engarrafada,2,152.06
13199,1608,26-07-2014,leite inteiro,2,246.77
13200,4813,20-11-2014,pastelaria,4,219.52
13201,4842,30-06-2014,pãezinhos / pãezinhos,5,260.65
13202,1001,07-02-2014,pãezinhos / pãezinhos,7,44.09
13203,4535,09-07-2014,iogurte,8,135.19
13204,1935,28-08-2014,leite inteiro,5,195.91
13205,2484,17-08-2014,pãezinhos / pãezinhos,8,169.96
13206,3651,22-06-2014,pastelaria,9,188.77
13207,1381,05-02-2014,outros vegetais,1,126.11
13208,1190,18-05-2014,refrigerante,1,175.80
13209,1468,12-07-2014,água engarrafada,9,6.49
13210,3844,24-06-2014,refrigerante,0,66.17
13211,4129,23-10-2014,refrigerante,6,23.87
13212,1605,13-11-2014,leite inteiro,1,123.25
13213,3604,13-09-2014,iogurte,4,244.43
13214,1583,27-11-2014,água engarrafada,5,23.33
13215,2133,24-05-2014,água engarrafada,8,253.26
13216,2920,12-05-2014,vegetais de raiz,4,140.64
13217,2241,17-02-2014,pãezinhos / pãezinhos,0,34.90
13218,4085,15-04-2014,água engarrafada,6,179.30
13219,1294,14-08-2014,outros vegetais,0,122.61
13220,1794,14-04-2014,refrigerante,1,36.85
13221,4715,10-11-2014,pãezinhos / pãezinhos,8,123.25
13222,4156,19-08-2014,leite inteiro,4,35.03
13223,4264,16-03-2014,iogurte,8,103.14
13224,3094,02-07-2014,refrigerante,1,216.93
13225,2082,10-10-2014,pãezinhos / pãezinhos,6,261.43
13226,4582,22-06-2014,vegetais de raiz,5,218.62
13227,3766,20-02-2014,pãezinhos / pãezinhos,1,223.68
13228,2044,17-03-2014,leite inteiro,4,97.57
13229,3815,30-01-2014,pãezinhos / pãezinhos,6,55.14
13230,4177,05-02-2014,iogurte,4,247.81
13231,2778,29-06-2014,outros vegetais,3,172.43
13232,4286,22-11-2014,iogurte,4,202.66
13233,2239,23-11-2014,refrigerante,1,58.64
13234,1134,11-05-2014,iogurte,9,119.34
13235,1123,09-08-2014,iogurte,0,6.75
13236,4814,01-12-2014,outros vegetais,6,206.94
13237,4272,06-05-2014,leite inteiro,7,116.12
13238,2524,13-10-2014,leite inteiro,7,10.90
13239,2626,14-02-2014,outros vegetais,6,21.41
13240,1125,30-05-2014,pãezinhos / pãezinhos,9,36.30
13241,4376,23-07-2014,iogurte,4,5.16
13242,2067,05-04-2014,iogurte,5,189.68
13243,2451,26-02-2014,água engarrafada,2,143.24
13244,2310,31-10-2014,vegetais de raiz,5,47.87
13245,1512,03-06-2014,iogurte,4,10.90
13246,4681,13-01-2014,água engarrafada,7,162.18
13247,4671,13-08-2014,refrigerante,2,49.56
13248,2718,09-02-2014,leite inteiro,7,142.07
13249,2154,24-09-2014,refrigerante,4,122.22
13250,2774,28-06-2014,leite inteiro,0,33.71
13251,2366,11-10-2014,outros vegetais,8,55.79
13252,2306,07-05-2014,água engarrafada,8,31.79
13253,2729,22-08-2014,leite inteiro,8,50.60
13254,3529,26-02-2014,pastelaria,5,239.37
13255,1685,18-10-2014,leite inteiro,6,94.58
13256,4520,23-03-2014,pastelaria,5,202.66
13257,1235,01-11-2014,água engarrafada,7,88.87
13258,4100,23-04-2014,leite inteiro,8,72.63
13259,4596,19-02-2014,refrigerante,1,130.39
13260,3300,10-07-2014,pãezinhos / pãezinhos,1,45.28
13261,1127,06-02-2014,refrigerante,2,184.49
13262,3279,09-10-2014,refrigerante,8,71.23
13263,2553,26-12-2014,água engarrafada,3,213.94
13264,3697,11-02-2014,outros vegetais,7,75.51
13265,4967,22-04-2014,pãezinhos / pãezinhos,5,106.91
13266,2089,03-05-2014,pastelaria,2,69.41
13267,2910,28-03-2014,outros vegetais,8,22.70
13268,1255,26-09-2014,refrigerante,5,2.85
13269,4618,18-11-2014,outros vegetais,8,16.87
13270,1316,17-01-2014,pãezinhos / pãezinhos,6,62.25
13271,1054,16-01-2014,refrigerante,8,237.43
13272,2591,01-09-2014,refrigerante,2,168.64
13273,2454,22-07-2014,refrigerante,2,229.90
13274,3189,28-10-2014,pãezinhos / pãezinhos,1,82.00
13275,2325,20-01-2014,leite inteiro,2,31.11
13276,1726,15-05-2014,pastelaria,8,109.63
13277,4015,02-05-2014,pãezinhos / pãezinhos,2,241.29
13278,3890,21-12-2014,refrigerante,5,208.88
13279,2641,20-07-2014,refrigerante,2,224.45
13280,2331,08-04-2014,fruta tropical,0,213.94
13281,4924,19-01-2014,pastelaria,0,3.11
13282,2778,15-05-2014,refrigerante,4,188.13
13283,1651,23-03-2014,refrigerante,9,197.86
13284,3760,11-09-2014,iogurte,1,17.13
13285,4511,15-09-2014,refrigerante,6,52.16
13286,4674,31-05-2014,água engarrafada,6,99.90
13287,3408,07-04-2014,vegetais de raiz,4,126.11
13288,4404,29-04-2014,vegetais de raiz,0,92.38
13289,4272,22-07-2014,pastelaria,0,60.85
13290,3042,11-07-2014,pãezinhos / pãezinhos,4,0.65
13291,2974,02-09-2014,pastelaria,8,178.01
13292,1279,28-04-2014,pastelaria,3,51.25
13293,3495,03-09-2014,pastelaria,0,149.20
13294,1027,22-09-2014,pãezinhos / pãezinhos,5,76.81
13295,4762,08-07-2014,pastelaria,1,217.32
13296,4687,13-06-2014,refrigerante,2,242.49
13297,3246,04-10-2014,iogurte,7,42.81
13298,2541,14-01-2014,refrigerante,0,125.07
13299,2038,04-02-2014,pastelaria,4,18.81
13300,1003,27-02-2014,pãezinhos / pãezinhos,3,86.93
13301,4106,21-09-2014,pastelaria,8,75.51
13302,3394,22-11-2014,iogurte,6,62.80
13303,2958,17-12-2014,água engarrafada,5,228.61
13304,1588,19-07-2014,vegetais de raiz,6,236.39
13305,2923,02-11-2014,iogurte,7,175.41
13306,1466,09-04-2014,pãezinhos / pãezinhos,8,194.59
13307,2341,22-12-2014,pãezinhos / pãezinhos,3,179.56
13308,2140,06-10-2014,leite inteiro,9,143.24
13309,2851,16-01-2014,pãezinhos / pãezinhos,8,131.69
13310,1552,09-01-2014,pãezinhos / pãezinhos,1,55.66
13311,3353,10-05-2014,refrigerante,4,172.43
13312,2573,21-01-2014,pastelaria,8,199.15
13313,4437,13-11-2014,outros vegetais,9,21.28
