Member_number,Date,itemDescription,quantidade,price
1053,16-05-2014,rolls/buns,3,74.10
1829,26-02-2014,rolls/buns,4,1.10
4601,27-03-2014,root vegetables,8,32.20
4087,04-09-2014,other vegetables,6,65.60
2901,14-04-2014,tropical fruit,9,67.99
1332,18-04-2014,other vegetables,5,81.10
2380,21-05-2014,whole milk,8,42.20
2371,22-05-2014,other vegetables,7,42.45
1065,05-11-2014,rolls/buns,9,91.50
1969,10-02-2014,rolls/buns,1,15.10
2308,13-04-2014,yogurt,0,51.99
1493,28-01-2014,root vegetables,4,80.20
1283,09-02-2014,bottled water,4,6.25
2699,03-12-2014,yogurt,0,80.45
4483,03-07-2014,whole milk,8,30.10
1565,02-07-2014,rolls/buns,8,43.75
3961,18-12-2014,soda,9,59.25
2044,26-11-2014,pastry,2,88.25
3515,06-09-2014,pastry,8,65.45
1052,13-10-2014,whole milk,2,37.75
4145,17-05-2014,pastry,7,8.20
3779,27-10-2014,pastry,2,55.45
3159,23-07-2014,whole milk,6,100.75
4846,04-12-2014,bottled water,4,92.25
2314,28-07-2014,whole milk,2,54.99
2646,23-10-2014,pastry,1,11.99
2443,04-02-2014,whole milk,3,63.99
4979,18-11-2014,whole milk,7,2.45
4009,18-09-2014,whole milk,8,4.25
2438,25-05-2014,rolls/buns,9,7.75
1535,08-06-2014,whole milk,4,69.10
2764,30-03-2014,yogurt,8,1.99
2814,15-12-2014,rolls/buns,6,58.10
1100,18-12-2014,yogurt,6,7.99
2005,22-11-2014,rolls/buns,5,28.75
2673,16-12-2014,yogurt,9,78.99
4153,27-07-2014,bottled water,6,100.45
4407,25-12-2014,bottled water,3,31.50
2907,17-04-2014,whole milk,1,67.50
2882,12-12-2014,other vegetables,2,76.20
3507,13-02-2014,root vegetables,9,44.25
3104,22-10-2014,rolls/buns,3,100.45
1204,18-05-2014,yogurt,3,93.75
4318,27-03-2014,whole milk,3,64.20
1325,30-04-2014,soda,0,30.50
1211,13-12-2014,whole milk,7,61.50
1613,17-01-2014,pastry,5,78.45
3706,17-11-2014,pastry,3,14.60
3435,22-01-2014,bottled water,4,55.10
1520,03-06-2014,other vegetables,9,15.75
2450,31-07-2014,root vegetables,3,56.20
3012,24-07-2014,whole milk,6,21.25
1907,20-04-2014,rolls/buns,7,99.45
1798,29-05-2014,bottled water,0,8.10
3689,10-09-2014,rolls/buns,7,73.50
2829,07-07-2014,soda,8,0.10
3484,19-11-2014,rolls/buns,5,79.99
4793,14-12-2014,pastry,4,38.75
2018,05-02-2014,rolls/buns,3,83.60
3967,23-01-2014,rolls/buns,6,98.25
2631,20-02-2014,root vegetables,5,4.10
1630,22-10-2014,rolls/buns,0,76.45
1572,31-03-2014,rolls/buns,9,31.75
2632,10-12-2014,whole milk,1,61.60
3158,04-10-2014,bottled water,0,13.75
3548,13-03-2014,yogurt,6,68.25
2258,19-10-2014,soda,8,57.25
2836,06-11-2014,root vegetables,0,98.99
1064,21-04-2014,rolls/buns,7,97.99
3208,02-12-2014,whole milk,1,59.45
4316,04-08-2014,bottled water,5,34.60
4855,27-08-2014,rolls/buns,4,10.99
3768,06-01-2014,yogurt,6,54.20
1466,24-05-2014,root vegetables,4,64.75
3116,22-05-2014,soda,4,41.45
3705,18-05-2014,yogurt,9,17.60
4916,11-01-2014,whole milk,5,34.10
3467,20-10-2014,pastry,4,20.45
2523,11-10-2014,rolls/buns,1,16.99
2916,12-08-2014,whole milk,2,28.75
3675,15-11-2014,whole milk,4,50.75
2629,09-07-2014,whole milk,3,50.20
2712,15-08-2014,yogurt,7,40.50
3166,03-05-2014,whole milk,8,96.60
3120,02-01-2014,whole milk,1,55.60
2617,12-08-2014,yogurt,9,46.10
2937,24-04-2014,yogurt,8,7.60
3715,04-04-2014,whole milk,8,45.25
4512,12-08-2014,soda,4,7.10
1194,16-01-2014,bottled water,7,6.20
1653,20-12-2014,rolls/buns,8,39.45
2274,22-02-2014,pastry,9,99.99
3797,07-09-2014,whole milk,9,69.50
3221,28-07-2014,rolls/buns,8,58.75
2716,03-09-2014,pastry,1,39.60
1083,15-07-2014,soda,0,32.99
1345,08-04-2014,rolls/buns,9,95.10
3122,16-04-2014,bottled water,2,58.10
1410,26-06-2014,soda,4,23.25
2956,22-07-2014,other vegetables,9,25.50
3893,19-05-2014,rolls/buns,8,50.20
2437,06-07-2014,soda,6,7.50
3909,16-11-2014,rolls/buns,1,46.60
4526,19-12-2014,other vegetables,5,87.99
1288,28-09-2014,whole milk,8,64.20
4176,11-06-2014,rolls/buns,4,92.20
1443,25-08-2014,bottled water,4,42.10
1405,14-05-2014,whole milk,4,53.45
2954,17-07-2014,rolls/buns,8,35.75
2230,14-07-2014,bottled water,8,74.50
4018,30-10-2014,bottled water,7,45.25
2437,25-02-2014,soda,3,78.75
3832,07-06-2014,bottled water,7,98.99
4527,14-10-2014,rolls/buns,0,51.50
3831,29-03-2014,yogurt,0,81.45
3141,04-01-2014,other vegetables,7,14.25
2732,04-03-2014,soda,6,19.60
3905,04-04-2014,whole milk,8,36.60
1549,17-07-2014,bottled water,3,93.50
1429,19-10-2014,yogurt,0,39.45
2410,06-12-2014,root vegetables,2,32.10
4448,11-12-2014,whole milk,3,93.99
4202,12-07-2014,rolls/buns,4,42.60
3149,25-01-2014,pastry,2,73.50
2122,06-04-2014,soda,7,99.99
3831,01-03-2014,bottled water,9,41.10
4116,12-10-2014,yogurt,7,27.50
4727,12-04-2014,rolls/buns,7,94.45
1355,29-03-2014,soda,7,16.99
2612,11-06-2014,pastry,6,26.10
2932,10-11-2014,rolls/buns,4,88.99
3942,06-05-2014,rolls/buns,7,54.75
1387,31-05-2014,soda,2,91.10
4468,12-03-2014,bottled water,3,21.20
1379,21-09-2014,rolls/buns,3,28.25
3523,16-10-2014,other vegetables,5,52.50
2801,10-10-2014,bottled water,5,99.25
1740,13-07-2014,rolls/buns,7,44.60
2148,06-12-2014,whole milk,0,29.20
1592,28-11-2014,rolls/buns,6,73.75
2138,12-12-2014,rolls/buns,2,28.10
3482,30-07-2014,root vegetables,0,97.60
3499,13-06-2014,whole milk,0,100.45
1668,25-07-2014,bottled water,2,49.60
2312,14-02-2014,pastry,2,4.20
1275,10-06-2014,pastry,7,10.50
1654,26-11-2014,other vegetables,5,29.60
2658,28-09-2014,rolls/buns,9,81.99
1426,03-10-2014,yogurt,7,91.20
2898,10-06-2014,soda,7,78.25
4690,17-12-2014,rolls/buns,3,88.10
1948,04-01-2014,other vegetables,6,85.60
2986,28-03-2014,other vegetables,3,14.60
2218,13-05-2014,root vegetables,5,40.60
2612,30-05-2014,bottled water,6,44.25
2092,17-12-2014,bottled water,1,72.10
4456,01-05-2014,soda,7,75.99
4925,18-12-2014,rolls/buns,4,69.25
2539,23-11-2014,yogurt,9,33.99
3587,18-02-2014,soda,5,30.45
4368,22-05-2014,yogurt,8,67.75
3967,07-03-2014,soda,5,56.20
4193,30-04-2014,whole milk,9,66.10
4813,15-05-2014,rolls/buns,9,0.50
4814,18-01-2014,yogurt,0,0.99
3145,15-08-2014,whole milk,4,89.20
1589,27-08-2014,root vegetables,5,80.10
2273,13-11-2014,rolls/buns,5,20.60
2954,28-05-2014,soda,4,84.50
2935,04-02-2014,bottled water,6,25.10
1745,22-03-2014,yogurt,8,99.99
2560,01-12-2014,other vegetables,5,8.20
4453,07-11-2014,whole milk,4,77.75
1167,01-11-2014,other vegetables,2,66.45
3302,10-03-2014,whole milk,7,44.10
2116,13-02-2014,other vegetables,6,37.25
3989,18-10-2014,rolls/buns,1,32.45
1286,02-07-2014,root vegetables,9,98.20
2870,04-09-2014,yogurt,6,73.75
2617,22-02-2014,yogurt,5,45.10
4931,18-06-2014,root vegetables,7,10.25
2446,24-09-2014,whole milk,3,58.99
4592,28-03-2014,other vegetables,2,74.75
3570,13-07-2014,soda,4,30.45
1793,27-10-2014,other vegetables,9,65.45
3914,28-11-2014,rolls/buns,2,91.20
1413,14-12-2014,soda,5,9.20
4246,28-06-2014,root vegetables,9,70.75
2699,07-05-2014,soda,0,16.50
2042,10-09-2014,other vegetables,0,42.45
4314,25-10-2014,bottled water,3,14.50
2320,08-12-2014,yogurt,8,59.10
4310,04-01-2014,bottled water,4,16.50
2172,21-06-2014,yogurt,8,81.99
4121,27-01-2014,bottled water,0,50.60
2870,14-12-2014,whole milk,9,35.20
3469,04-02-2014,other vegetables,5,97.20
4086,17-06-2014,root vegetables,0,10.99
1536,30-07-2014,tropical fruit,1,37.60
1978,15-10-2014,yogurt,4,19.10
4963,29-12-2014,whole milk,1,82.20
1575,05-04-2014,whole milk,2,31.60
4076,07-04-2014,whole milk,1,71.50
3420,15-10-2014,other vegetables,2,90.20
4376,15-02-2014,rolls/buns,7,75.20
3288,22-04-2014,other vegetables,7,23.45
3877,27-06-2014,rolls/buns,1,43.45
1559,09-08-2014,other vegetables,5,5.10
1393,21-07-2014,yogurt,3,49.25
3695,20-01-2014,pastry,1,25.50
3798,15-02-2014,soda,4,70.25
2547,12-02-2014,tropical fruit,1,20.50
4392,17-01-2014,other vegetables,2,1.50
4534,15-10-2014,pastry,1,13.25
3086,14-04-2014,yogurt,0,14.99
3022,24-04-2014,yogurt,1,56.20
1829,19-04-2014,yogurt,4,6.60
1127,05-04-2014,soda,5,77.45
4943,22-10-2014,rolls/buns,6,26.20
2937,10-01-2014,pastry,9,14.60
4659,22-04-2014,whole milk,6,88.60
4322,03-04-2014,bottled water,5,7.99
1471,21-08-2014,whole milk,5,8.20
2807,13-10-2014,bottled water,8,3.10
2184,18-12-2014,soda,3,72.20
2053,19-08-2014,soda,0,97.25
3429,10-03-2014,root vegetables,7,86.10
4334,29-01-2014,whole milk,5,49.75
3120,08-11-2014,bottled water,7,30.50
4470,13-06-2014,rolls/buns,8,68.25
2656,05-06-2014,yogurt,2,77.75
2390,18-01-2014,other vegetables,6,74.20
1162,18-01-2014,yogurt,1,3.50
3863,05-04-2014,bottled water,4,36.20
4066,02-12-2014,whole milk,1,75.45
4312,19-07-2014,whole milk,7,11.25
3734,16-12-2014,rolls/buns,4,91.60
4505,27-11-2014,soda,3,66.20
3137,13-07-2014,rolls/buns,6,96.45
2949,25-03-2014,bottled water,4,11.99
2348,22-11-2014,yogurt,6,92.60
1966,10-10-2014,bottled water,7,63.20
4695,11-05-2014,soda,0,62.25
1078,28-08-2014,soda,4,80.45
4270,01-07-2014,whole milk,4,77.25
1990,07-03-2014,whole milk,1,26.20
1346,09-04-2014,rolls/buns,5,35.99
3980,31-05-2014,soda,2,52.75
2917,27-05-2014,rolls/buns,5,38.75
4624,21-08-2014,other vegetables,3,49.50
2673,22-04-2014,yogurt,0,9.99
4256,19-05-2014,bottled water,1,65.20
4308,22-10-2014,yogurt,6,84.20
1734,07-11-2014,yogurt,1,65.25
2374,17-05-2014,bottled water,1,78.50
3131,31-01-2014,yogurt,1,53.60
1418,30-06-2014,bottled water,5,96.60
1792,06-07-2014,bottled water,0,7.75
1690,10-03-2014,yogurt,7,20.25
4364,01-02-2014,yogurt,7,62.10
4534,28-08-2014,other vegetables,8,26.10
2750,04-10-2014,rolls/buns,6,39.20
4331,17-08-2014,other vegetables,2,11.60
1312,07-09-2014,rolls/buns,2,36.50
4179,03-08-2014,other vegetables,9,16.60
4745,01-04-2014,soda,2,72.60
3799,22-05-2014,tropical fruit,0,14.50
2850,10-01-2014,root vegetables,3,72.10
1788,02-12-2014,other vegetables,3,32.60
1888,30-10-2014,pastry,0,65.60
1123,28-12-2014,whole milk,9,96.50
2979,25-08-2014,whole milk,3,80.45
1417,27-08-2014,other vegetables,7,90.99
3529,29-06-2014,pastry,9,57.25
1869,11-01-2014,tropical fruit,1,4.10
3619,24-08-2014,soda,5,13.60
3922,29-05-2014,yogurt,9,98.25
1115,15-09-2014,yogurt,5,83.50
2798,27-06-2014,bottled water,3,62.60
2912,02-10-2014,yogurt,5,79.25
2594,25-07-2014,yogurt,2,25.25
3122,10-06-2014,pastry,8,61.10
4758,06-12-2014,root vegetables,6,23.99
3295,07-06-2014,other vegetables,8,43.75
3748,16-02-2014,pastry,0,49.75
3353,24-01-2014,yogurt,2,97.60
1043,16-06-2014,whole milk,9,9.20
4696,08-09-2014,rolls/buns,6,37.60
4409,06-05-2014,bottled water,4,3.75
2994,12-07-2014,yogurt,7,11.50
4233,18-01-2014,soda,8,36.50
2353,18-01-2014,soda,6,87.45
3837,01-12-2014,bottled water,3,5.75
1649,24-11-2014,yogurt,1,88.50
1113,07-01-2014,yogurt,1,97.10
4266,29-11-2014,soda,8,64.50
2719,16-02-2014,rolls/buns,1,23.99
3559,12-11-2014,pastry,2,40.20
4624,22-04-2014,yogurt,1,48.75
4124,27-07-2014,pastry,5,37.10
3030,02-05-2014,pastry,3,31.20
1532,11-10-2014,rolls/buns,1,74.60
1073,05-06-2014,bottled water,6,35.75
2724,23-04-2014,pastry,1,100.20
2570,29-07-2014,bottled water,6,53.45
1442,28-07-2014,yogurt,2,84.50
3011,29-08-2014,bottled water,6,32.45
4065,12-10-2014,bottled water,6,29.25
3017,11-09-2014,whole milk,5,69.45
4899,10-05-2014,rolls/buns,3,24.50
1444,30-04-2014,yogurt,2,87.60
3258,19-12-2014,yogurt,3,50.10
4474,18-07-2014,yogurt,1,73.10
3106,10-01-2014,pastry,5,79.10
3849,06-01-2014,whole milk,2,43.10
1718,03-12-2014,rolls/buns,3,28.99
2893,19-01-2014,rolls/buns,9,45.60
2848,14-07-2014,bottled water,0,97.25
4726,01-04-2014,whole milk,9,21.75
1844,10-04-2014,yogurt,6,30.50
1458,20-10-2014,rolls/buns,0,18.60
4491,18-09-2014,bottled water,6,42.45
2324,15-04-2014,soda,1,32.45
4583,06-06-2014,other vegetables,8,97.10
3177,13-09-2014,soda,7,59.60
3422,27-07-2014,pastry,7,97.50
1058,24-05-2014,other vegetables,3,56.25
2843,06-06-2014,rolls/buns,7,59.60
3450,03-04-2014,soda,0,96.20
4745,14-08-2014,pastry,4,2.75
2520,18-12-2014,other vegetables,4,39.75
4121,21-04-2014,other vegetables,2,9.75
3479,10-05-2014,pastry,4,40.10
2489,06-02-2014,rolls/buns,9,60.75
3343,16-06-2014,rolls/buns,0,41.60
4866,29-06-2014,soda,2,44.25
4943,01-05-2014,other vegetables,9,88.20
3593,21-09-2014,rolls/buns,8,66.25
2545,26-05-2014,whole milk,2,66.10
2065,20-07-2014,pastry,6,17.45
4019,18-05-2014,bottled water,0,29.20
1343,07-02-2014,other vegetables,5,69.75
1623,07-12-2014,rolls/buns,9,68.60
4259,23-07-2014,yogurt,3,76.50
4001,11-06-2014,soda,3,65.99
1995,14-06-2014,yogurt,2,89.45
1244,24-11-2014,soda,6,41.60
3609,13-05-2014,rolls/buns,0,0.50
3030,06-12-2014,whole milk,8,91.99
3737,22-12-2014,other vegetables,0,6.20
3974,25-08-2014,bottled water,7,62.75
1480,22-12-2014,bottled water,8,46.25
3380,16-08-2014,other vegetables,5,82.25
1307,01-11-2014,rolls/buns,6,39.60
3666,14-06-2014,bottled water,8,76.50
1323,18-06-2014,whole milk,7,73.10
1964,23-03-2014,other vegetables,6,61.20
2445,17-04-2014,pastry,1,50.10
1860,31-01-2014,rolls/buns,9,9.20
3317,10-08-2014,soda,3,100.45
2050,20-10-2014,rolls/buns,5,69.20
3267,14-11-2014,soda,1,57.50
3439,27-04-2014,soda,8,74.60
2509,17-08-2014,other vegetables,9,39.20
4505,18-01-2014,other vegetables,3,56.75
2578,19-04-2014,rolls/buns,7,25.20
1553,09-05-2014,soda,3,23.99
3942,01-01-2014,yogurt,0,82.10
2920,12-05-2014,rolls/buns,1,96.10
2794,18-02-2014,whole milk,0,14.25
3964,11-03-2014,bottled water,2,97.50
1294,14-08-2014,soda,9,1.25
1338,11-08-2014,whole milk,4,89.50
1079,07-10-2014,bottled water,1,26.50
1794,14-04-2014,yogurt,7,59.75
3015,31-01-2014,bottled water,4,33.99
3698,22-09-2014,whole milk,6,42.99
2051,03-12-2014,other vegetables,9,12.75
3237,07-08-2014,rolls/buns,0,7.45
4094,14-07-2014,other vegetables,3,34.75
2991,01-03-2014,soda,4,27.75
4744,23-12-2014,yogurt,1,99.75
2560,19-04-2014,yogurt,0,80.75
2236,07-01-2014,soda,4,57.25
2778,29-06-2014,soda,1,88.60
2239,23-11-2014,other vegetables,2,23.45
4728,11-06-2014,soda,6,39.45
4327,05-08-2014,soda,5,52.50
3277,28-08-2014,yogurt,9,91.25
4272,06-05-2014,whole milk,2,56.20
3363,06-08-2014,rolls/buns,8,28.20
4930,13-08-2014,other vegetables,0,94.10
3938,16-08-2014,bottled water,0,74.50
1000,24-06-2014,pastry,4,98.60
2626,14-02-2014,yogurt,7,48.50
4216,17-11-2014,whole milk,5,36.25
1810,09-06-2014,bottled water,2,60.50
3957,19-07-2014,root vegetables,2,95.75
3531,18-03-2014,pastry,7,84.60
3728,17-06-2014,other vegetables,7,87.45
2045,02-04-2014,other vegetables,6,93.25
2067,05-04-2014,bottled water,4,79.20
1735,22-04-2014,rolls/buns,8,46.75
1547,07-07-2014,whole milk,2,90.25
4932,14-05-2014,soda,3,45.99
2138,03-11-2014,yogurt,4,29.20
2903,08-05-2014,other vegetables,8,12.75
1512,03-06-2014,rolls/buns,7,86.99
1428,23-08-2014,soda,7,78.20
4598,05-11-2014,yogurt,8,66.25
4130,24-10-2014,yogurt,5,31.60
3475,23-12-2014,yogurt,2,81.60
4782,17-04-2014,rolls/buns,8,85.50
2550,24-12-2014,whole milk,5,100.20
2031,20-03-2014,bottled water,2,70.50
3516,18-01-2014,rolls/buns,7,19.99
2428,01-04-2014,soda,0,30.99
3639,23-07-2014,yogurt,3,36.99
2399,18-08-2014,pastry,8,8.75
4187,16-04-2014,pastry,4,36.60
4164,27-03-2014,whole milk,4,51.45
2676,06-10-2014,soda,8,19.45
2956,07-08-2014,yogurt,3,76.10
1311,14-01-2014,rolls/buns,6,91.25
3685,20-07-2014,soda,6,22.20
4206,04-04-2014,root vegetables,5,22.25
1623,12-01-2014,soda,6,17.75
2029,27-05-2014,bottled water,4,94.25
4025,10-04-2014,yogurt,7,69.99
2850,27-02-2014,rolls/buns,0,86.99
2398,18-06-2014,rolls/buns,5,34.75
3649,30-05-2014,soda,3,25.20
1504,14-10-2014,whole milk,2,92.10
4488,26-04-2014,soda,3,58.50
1711,15-12-2014,yogurt,7,85.50
2625,06-09-2014,yogurt,3,3.75
4709,24-05-2014,other vegetables,4,82.10
3115,30-01-2014,other vegetables,9,72.10
2183,29-12-2014,yogurt,7,66.50
2298,28-08-2014,yogurt,1,26.45
3581,09-06-2014,rolls/buns,7,46.20
4406,11-07-2014,soda,9,21.20
2463,06-12-2014,soda,3,30.10
1343,07-02-2014,whole milk,6,63.20
3467,08-11-2014,citrus fruit,3,62.25
3320,21-01-2014,rolls/buns,8,33.50
3126,02-12-2014,whole milk,4,83.20
1086,27-07-2014,soda,3,10.75
4518,31-08-2014,yogurt,5,64.75
4946,24-06-2014,other vegetables,7,89.50
2694,09-05-2014,pastry,5,31.99
1426,20-03-2014,yogurt,7,19.10
3306,21-07-2014,yogurt,3,100.75
1204,23-06-2014,pastry,3,96.25
1611,18-03-2014,yogurt,0,20.99
3384,13-11-2014,soda,8,43.25
3007,01-04-2014,yogurt,6,32.45
3790,24-04-2014,yogurt,1,95.10
2229,24-07-2014,pastry,9,52.20
3107,27-02-2014,rolls/buns,1,66.60
1996,22-09-2014,soda,9,57.20
4116,23-05-2014,pastry,5,67.20
2011,14-08-2014,soda,0,6.75
3750,30-09-2014,yogurt,8,22.99
3790,09-06-2014,yogurt,8,31.25
1169,04-01-2014,bottled water,0,21.50
4870,01-07-2014,bottled water,2,85.60
4194,21-07-2014,whole milk,6,39.25
3629,22-11-2014,rolls/buns,3,30.25
1143,14-07-2014,soda,3,1.45
1147,01-05-2014,whole milk,8,24.20
3130,01-02-2014,yogurt,1,67.99
4443,10-11-2014,whole milk,3,90.75
3189,31-08-2014,whole milk,1,46.75
1996,09-06-2014,yogurt,0,86.99
4321,14-01-2014,soda,9,37.45
2029,26-08-2014,whole milk,8,19.99
2402,16-04-2014,yogurt,0,37.45
1930,28-05-2014,soda,6,39.45
2751,13-10-2014,bottled water,3,13.99
1069,20-01-2014,rolls/buns,7,69.45
3660,28-07-2014,pastry,6,96.10
4492,15-05-2014,yogurt,3,94.75
2131,12-12-2014,bottled water,9,49.45
1308,23-11-2014,whole milk,2,84.20
3089,24-02-2014,rolls/buns,4,54.45
4900,01-10-2014,root vegetables,2,60.50
1050,06-03-2014,yogurt,5,80.20
4308,07-01-2014,whole milk,3,11.99
2835,10-05-2014,whole milk,4,2.50
2045,09-07-2014,whole milk,1,61.25
4125,03-06-2014,rolls/buns,5,23.60
3855,15-07-2014,yogurt,0,64.20
2055,14-12-2014,soda,8,7.60
3782,25-04-2014,tropical fruit,8,65.75
4453,20-03-2014,whole milk,8,59.20
1881,15-02-2014,bottled water,3,36.25
4874,21-02-2014,bottled water,3,13.25
1652,05-05-2014,yogurt,7,34.20
4316,03-05-2014,soda,7,6.10
3668,24-10-2014,whole milk,8,61.10
4385,05-08-2014,bottled water,8,7.75
4297,30-05-2014,rolls/buns,8,99.45
1050,30-05-2014,yogurt,3,39.60
3718,07-07-2014,bottled water,1,67.50
1399,05-04-2014,other vegetables,8,25.45
2892,19-08-2014,pastry,2,82.99
2396,19-08-2014,tropical fruit,3,4.25
1753,03-10-2014,whole milk,0,62.45
1783,14-02-2014,yogurt,5,92.50
4814,08-01-2014,whole milk,2,85.75
3961,23-06-2014,bottled water,9,35.75
4574,01-05-2014,other vegetables,8,77.45
1653,23-04-2014,pastry,2,21.99
4788,09-09-2014,whole milk,6,84.60
4133,02-02-2014,yogurt,2,58.20
2243,01-10-2014,tropical fruit,9,75.45
2738,16-01-2014,pastry,7,73.45
2194,06-06-2014,whole milk,4,26.25
2950,03-02-2014,soda,8,28.20
2309,17-04-2014,yogurt,3,85.50
3613,20-10-2014,bottled water,3,42.60
2340,17-01-2014,yogurt,6,6.60
3246,25-12-2014,root vegetables,2,43.75
3414,22-05-2014,whole milk,2,66.20
1153,10-08-2014,whole milk,9,28.45
3660,21-09-2014,rolls/buns,8,72.75
3737,06-07-2014,bottled water,4,93.25
3462,01-10-2014,other vegetables,1,99.10
1811,02-06-2014,other vegetables,2,89.60
2374,16-09-2014,rolls/buns,0,60.20
1045,12-01-2014,yogurt,8,93.45
4241,02-10-2014,yogurt,0,43.60
2354,06-01-2014,rolls/buns,8,14.75
1169,25-01-2014,whole milk,8,67.20
4698,20-01-2014,rolls/buns,8,35.10
1065,14-01-2014,whole milk,5,48.25
4763,27-02-2014,whole milk,4,38.99
1451,28-08-2014,bottled water,9,79.60
1150,06-09-2014,rolls/buns,3,2.99
2873,23-05-2014,whole milk,5,27.75
4862,08-06-2014,tropical fruit,7,77.75
2795,27-06-2014,soda,6,85.60
2066,29-12-2014,yogurt,3,73.75
1205,12-08-2014,bottled water,1,54.75
1870,10-06-2014,yogurt,1,61.50
2098,02-08-2014,rolls/buns,4,18.50
4362,14-01-2014,rolls/buns,1,21.50
2339,20-05-2014,whole milk,2,39.99
2384,14-01-2014,rolls/buns,3,84.45
3765,01-04-2014,whole milk,0,91.45
1446,07-05-2014,bottled water,5,62.20
4155,10-09-2014,whole milk,8,97.25
1032,23-09-2014,whole milk,2,3.60
4489,24-05-2014,bottled water,2,31.20
3612,31-05-2014,yogurt,6,4.99
2861,25-10-2014,whole milk,1,87.20
3247,09-08-2014,pastry,9,22.60
1129,14-11-2014,yogurt,3,41.10
2605,02-06-2014,other vegetables,7,55.75
2308,10-09-2014,yogurt,8,70.45
3743,06-01-2014,soda,2,46.99
4509,30-07-2014,rolls/buns,2,10.50
2654,08-08-2014,soda,6,95.10
3138,28-12-2014,rolls/buns,6,16.45
3518,08-02-2014,whole milk,9,20.20
4187,04-05-2014,soda,6,56.25
3895,02-06-2014,soda,9,36.20
4657,21-09-2014,rolls/buns,5,16.99
1342,03-04-2014,rolls/buns,3,56.45
4110,25-01-2014,yogurt,7,15.50
2908,27-04-2014,yogurt,6,62.99
2718,07-02-2014,root vegetables,9,28.20
1153,28-03-2014,rolls/buns,8,15.45
3769,31-01-2014,yogurt,3,15.45
1733,27-02-2014,rolls/buns,0,31.25
2669,24-03-2014,rolls/buns,5,88.20
1852,04-03-2014,whole milk,1,57.20
4505,30-12-2014,root vegetables,9,78.25
2603,28-06-2014,yogurt,9,57.60
3382,01-04-2014,yogurt,9,62.45
4812,09-06-2014,other vegetables,6,45.60
3180,30-07-2014,whole milk,8,95.60
3300,31-07-2014,rolls/buns,4,21.99
4574,18-04-2014,yogurt,1,50.99
1128,27-03-2014,soda,9,99.25
4198,10-11-2014,rolls/buns,9,36.75
4697,03-11-2014,bottled water,3,100.10
4640,03-11-2014,bottled water,6,14.25
1878,22-08-2014,soda,1,83.45
1534,05-11-2014,bottled water,8,57.20
2381,07-05-2014,soda,3,72.10
3158,06-05-2014,soda,4,5.99
2036,02-02-2014,soda,9,8.99
3362,31-05-2014,soda,5,11.45
2193,23-10-2014,pastry,0,82.10
4515,24-04-2014,soda,3,62.60
1171,04-08-2014,soda,5,8.50
1234,12-05-2014,pastry,9,48.75
3329,04-06-2014,pastry,9,36.25
4342,17-04-2014,whole milk,6,16.50
4659,05-10-2014,soda,2,55.60
4133,17-02-2014,pastry,5,1.60
2888,04-05-2014,other vegetables,7,100.10
1780,07-10-2014,whole milk,6,24.99
2477,01-04-2014,soda,7,66.10
3344,14-01-2014,yogurt,1,2.25
4106,18-07-2014,bottled water,0,9.20
1810,07-09-2014,other vegetables,8,89.99
2698,31-03-2014,whole milk,1,66.50
2470,13-12-2014,rolls/buns,3,42.10
2625,24-09-2014,whole milk,3,70.25
2830,19-07-2014,rolls/buns,0,52.99
3768,30-06-2014,soda,6,34.60
3544,03-09-2014,whole milk,2,22.50
1525,25-10-2014,bottled water,1,78.10
4635,08-05-2014,bottled water,7,87.20
4498,14-06-2014,pastry,0,68.60
4747,01-05-2014,pastry,9,56.99
1747,24-05-2014,other vegetables,5,7.45
3396,13-07-2014,yogurt,6,54.20
2811,14-11-2014,yogurt,7,60.50
1697,15-06-2014,other vegetables,1,77.60
3084,10-08-2014,yogurt,1,29.10
2962,29-07-2014,pastry,7,33.75
2842,15-05-2014,soda,5,78.75
3266,16-07-2014,soda,5,63.20
1143,14-11-2014,soda,5,74.25
2457,29-08-2014,soda,6,47.10
3621,18-05-2014,other vegetables,2,97.25
2584,11-03-2014,whole milk,8,25.20
4453,26-01-2014,rolls/buns,0,94.50
2871,21-09-2014,yogurt,4,39.45
3828,24-02-2014,soda,9,19.45
2396,27-07-2014,soda,8,10.60
1201,24-10-2014,whole milk,2,7.10
3004,04-09-2014,soda,0,41.99
3087,10-04-2014,yogurt,0,21.45
4013,04-08-2014,yogurt,2,23.10
4604,19-12-2014,soda,6,37.45
1114,14-12-2014,citrus fruit,1,70.75
2698,14-10-2014,other vegetables,8,39.75
4714,20-06-2014,bottled water,9,83.75
1515,09-03-2014,soda,0,86.99
